page,name_en,gi,line
12,"165 HermanBurger Protein Bun (Herman Brot Pty Ltd, Australia ) Australia 2018",31,"165 HermanBurger Protein Bun (Herman Brot Pty Ltd, Australia ) Australia 2018 31±4 5 Normal, 10 25 219.3 Glucose, 2h Standard Capillary,"
13,Canada 2007,62,"Canada 2007 62±6 9 Normal, 10 50 125.0 Bread, 2h Standard Capillary,"
13,"Chatswood, Australia) Australia 2008",52,"Chatswood, Australia) Australia 2008 52±4 8 Normal, 14 50 165.6 Glucose, 2h Standard Capillary,"
13,"(5.4%) (Mulino Bianco, Barilla, Italy) Italy 2009",62,"(5.4%) (Mulino Bianco, Barilla, Italy) Italy 2009 62±11 9 Normal, 9 50 98 Glucose, 2h Standard Capillary,"
13,"Barilla, Italy) Italy 2009",65,"Barilla, Italy) Italy 2009 65±9 10 Normal, 9 50 99 Glucose, 2h Standard Capillary,"
13,Australia 2007,68,"Australia 2007 68±9 10 Normal, 10 50 120.4 Glucose, 2h Standard Capillary,"
13,USA 2000,55,"USA 2000 55±6 8 Normal, 10 50 130.9 Glucose, 2h Standard Capillary,"
13,USA 2000,62,"USA 2000 62±6 9 Normal, 10 50 140.8 Glucose, 2h Standard Capillary,"
13,"173 Kibbled Konini bread (Country Fare, New Zealand) New Zealand 2000",68,"173 Kibbled Konini bread (Country Fare, New Zealand) New Zealand 2000 68±12 10 Normal, 14 50 NS Glucose, 2h Standard Venous, plasma Enzymatic 27"
13,Australia 2008,65,"Australia 2008 65±5 10 Normal, 9 50 121.1 Glucose, 2h Standard Capillary,"
13,175 Linola seed bread China 2010*,90,"175 Linola seed bread China 2010* 90±11 14 Normal, 10 50 116.8 Glucose, 2h Standard Capillary,"
13,Australia) Australia 1997,34,"Australia) Australia 1997 34±4 5 Normal,"
13,Australia) Australia 2007,52,"Australia) Australia 2007 52±4 8 Normal, 12 50 NS Glucose, 2h Standard Capillary,"
13,New Zealand 2000,75,"New Zealand 2000 75±10 11 Normal, 15 50 NS Glucose, 2h Standard Venous, plasma Enzymatic 27"
13,179 Multigrain batch bread UK 2005,62,"179 Multigrain batch bread UK 2005 62±8 9 Normal, 10 50 104.8 Glucose, 2h Standard Capillary,"
13,"Alam, Selangor, Malaysia) Malaysia 2009*",56,"Alam, Selangor, Malaysia) Malaysia 2009* 56±6 8 Normal, 11 25 57.9 Glucose, 2h Standard Capillary,"
13,"181 Multi-Grain bread, 9-Grain (Tip Top Bakeries, Australia) Australia 1997",43,"181 Multi-Grain bread, 9-Grain (Tip Top Bakeries, Australia) Australia 1997 43±5 6 Normal,"
13,"182 Multigrain loaf, containing wheat flour and coconut flour Philippines 2002",60,"182 Multigrain loaf, containing wheat flour and coconut flour Philippines 2002 60±5 9 Normal, 10 50 NS Bread, 2h Standard Capillary,"
14,183 Multiseed bread UK 2006,54,"183 Multiseed bread UK 2006 54±4 8 Normal, 10 50 119.6 Glucose, 2h Standard Capillary,"
14,Australia 2002,49,"Australia 2002 49±4 7 Normal, 10 50 149.7 Bread, 2h Standard Capillary,"
14,Australia 2004,53,"Australia 2004 53±7 8 Normal, 10 50 120.8 Glucose, 2h Standard Capillary,"
14,Australia 2007,49,"Australia 2007 49±4 7 Normal, 10 50 184.5 Glucose, 2h Standard Capillary,"
14,187 Seeded bread UK 2006,49,"187 Seeded bread UK 2006 49±7 7 Normal, 10 50 130.9 Glucose, 2h Standard Capillary,"
14,"(Tip Top Bakeries, Australia) Australia 1997",36,"(Tip Top Bakeries, Australia) Australia 1997 36±4 5 Normal,"
14,"maker) (Con Agra Inc., USA) USA 1999",50,"maker) (Con Agra Inc., USA) USA 1999 50±6 8 Normal, 10 50 165.0 Bread, 2h Standard Capillary,"
14,"190 Soy & Linseed bread (Coles Supermarkets Pty Ltd, Austral ia) Australia 2015",56,"190 Soy & Linseed bread (Coles Supermarkets Pty Ltd, Austral ia) Australia 2015 56±7 8 Normal, 10 50 130.5 Glucose, 2h Standard Capillary,"
14,"Bread, Toronto, Canada) Canada 2007",55,"Bread, Toronto, Canada) Canada 2007 55±6 8 Normal, 10 50 150.6 Bread, 2h Standard Capillary,"
14,"192 Whole grain bread, Hunger Filler™ (Natural Ovens, USA) USA 1999",59,"192 Whole grain bread, Hunger Filler™ (Natural Ovens, USA) USA 1999 59±8 9 Normal, 10 50 154.3 Bread, 2h Standard Capillary,"
14,"193 Whole grain bread, Nutty Natural™ (Natural Ovens, US A) USA 1999",59,"193 Whole grain bread, Nutty Natural™ (Natural Ovens, US A) USA 1999 59±7 9 Normal, 10 50 154.8 Bread, 2h Standard Capillary,"
14,"194 Whole grain bread, Stay Trim™ (Natural Ovens, USA) USA 1999",70,"194 Whole grain bread, Stay Trim™ (Natural Ovens, USA) USA 1999 70±10 11 Normal, 10 50 172.4 Bread, 2h Standard Capillary,"
14,"Delight Holdings, Australia) Australia 2005",53,"Delight Holdings, Australia) Australia 2005 53±9 8 Normal, 10 50 126.6 Glucose, 2h Standard Capillary,"
14,Australia) Australia 2007,39,"Australia) Australia 2007 39±8 6 Normal, 10 50 194.6 Glucose, 2h Standard Capillary,"
14,Mixed grain or seed bread (mean),56,"Mixed grain or seed bread, mean of 27 foods 56"
14,"197 Lower Carb Bread (Herman Brot Pty Ltd, Australia) Australia 2013",24,"197 Lower Carb Bread (Herman Brot Pty Ltd, Australia) Australia 2013 24±3 4 Normal, 10 25 337.8 Glucose, 2h Standard Capillary,"
14,Australia 2018,53,"Australia 2018 53±5 8 Normal, 10 50 172.4 Glucose, 2h Standard Capillary,"
15,Australia 2018,51,"Australia 2018 51±4 8 Normal, 10 50 176.0 Glucose, 2h Standard Capillary,"
15,"Bakers, Sydney, Australia) Australia 2018",51,"Bakers, Sydney, Australia) Australia 2018 51±5 8 Normal, 10 50 173.6 Glucose, 2h Standard Capillary,"
15,New Zealand 2010*,77,"New Zealand 2010* 77±6 12 Normal, 10 50 111 Glucose, 2h Standard Capillary,"
15,"Berhad, Shah Alam, Selangor, Malaysia) Malaysia 2009*",67,"Berhad, Shah Alam, Selangor, Malaysia) Malaysia 2009* 67±7 10 Normal, 12 25 56.3 Glucose, 2h Standard Capillary,"
15,Norway 2019*,64,"Norway 2019* 64±5 10 Normal, 14 25 96.4 Glucose, 2h Standard Capillary,"
15,"+ 50% wheat, separate proving of wheat dough part) Norway 2019*",57,"+ 50% wheat, separate proving of wheat dough part) Norway 2019* 57±4 9 Normal, 14 25 97 Glucose, 2h Standard Capillary,"
15,"75% wheat, separate proving of wheat dough part) Norway 2019*",65,"75% wheat, separate proving of wheat dough part) Norway 2019* 65±4 10 Normal, 14 25 68.6 Glucose, 2h Standard Capillary,"
15,206 Oatmeal batch bread UK 2005,62,"206 Oatmeal batch bread UK 2005 62±8 9 Normal, 10 50 99.8 Glucose, 2h Standard Capillary,"
15,"207 Soft pretzel, soy11 USA 2011*",39,"207 Soft pretzel, soy11 USA 2011* 39±6 6 Normal, 12 50 72.9 Glucose, 2h Standard Venous, whole"
15,"208 Soft pretzel, wheat11 USA 2011*",66,"208 Soft pretzel, wheat11 USA 2011* 66±4 10 Normal, 12 50 62 Glucose, 2h Standard Venous, whole"
15,"209 Soft pretzel (Ditsch, Mainz, Germany) Germany 2014",80,"209 Soft pretzel (Ditsch, Mainz, Germany) Germany 2014 80±6 12 Normal, 11 50 100.2 Glucose, 2h Standard Capillary,"
15,"Bakery, Australia) Australia 1996",61,"Bakery, Australia) Australia 1996 61±9 9 Normal, 12 50 111.1 Bread, 2h Standard Capillary,"
15,"Ingleburn, Australia) Australia 1996",72,"Ingleburn, Australia) Australia 1996 72±9 11 Normal, 12 50 140.0 Bread, 2h Standard Capillary,"
16,New Zealand 2010*,76,"New Zealand 2010* 76±15 11 Normal, 10 50 131 Glucose, 2h Standard Capillary,"
16,New Zealand 2010*,82,"New Zealand 2010* 82±11 12 Normal, 10 50 119 Glucose, 2h Standard Capillary,"
16,"214 Rye, Bürgen™ (Tip Top Bakeries, Australia) Australia 2002",51,"214 Rye, Bürgen™ (Tip Top Bakeries, Australia) Australia 2002 51±3 8 Normal, 10 50 155.8 Glucose, 2h Standard Capillary,"
16,2007,53,"2007 53±4 8 Normal, 12 50 NS Glucose, 2h Standard Capillary,"
16,"216 Pumpernickel Rye bread (Van der Meulen BV, Netherlands) Netherlands 2015",49,"216 Pumpernickel Rye bread (Van der Meulen BV, Netherlands) Netherlands 2015 49±4 7 Normal, 10 50 135.9 Glucose, 2h Standard Capillary,"
16,2007,55,"2007 55±4 8 Normal, 13 50 NS Glucose, 2h Standard Capillary,"
16,"Dortmund, Germany) Germany 2014",62,"Dortmund, Germany) Germany 2014 62±4 9 Normal, 11 50 119 Glucose, 2h Standard Capillary,"
16,219 Sourdough rye bread Australia 2004,48,"219 Sourdough rye bread Australia 2004 48±5 7 Normal, 10 50 116.7 Glucose, 2h Standard Capillary,"
16,spelt flour and intact barley kernels and white bean kernels 11 Sweden 2020*,67,"spelt flour and intact barley kernels and white bean kernels 11 Sweden 2020* 67±5 10 Normal, 12 50 143 Glucose, 2h Standard Capillary,"
16,spelt flour with intact barley kernels and mung bean kernels11 Sweden 2020*,65,"spelt flour with intact barley kernels and mung bean kernels11 Sweden 2020* 65±4 10 Normal, 12 50 146 Glucose, 2h Standard Capillary,"
16,222 Sprouted rye bread Australia 2008,61,"222 Sprouted rye bread Australia 2008 61±5 9 Normal, 10 50 145.3 Glucose, 2h Standard Capillary,"
16,"30% wheat flour, and baker’s yeast 13 New Zealand 2010*",60,"30% wheat flour, and baker’s yeast 13 New Zealand 2010* 60±3 9 Normal, 10 50 154 Glucose, 2h Standard Capillary,"
16,"(Kraftkerni, Lieken Urkorn, Dortmund, Germany) Germany 2014",55,"(Kraftkerni, Lieken Urkorn, Dortmund, Germany) Germany 2014 55±4 8 Normal, 12 50 151.5 Glucose, 2h Standard Capillary,"
16,Rye breads (mean),60,"Rye breads, mean of 13 foods 60"
16,Australia 2008,77,"Australia 2008 77±3 12 Normal, 10 50 117.7 Glucose, 2h Standard Capillary,"
16,226 Sourdough wheat bread Australia 2003,54,"226 Sourdough wheat bread Australia 2003 54±5 8 Normal, 10 50 107.1 Glucose, 2h Standard Capillary,"
17,New Zealand 2010*,82,"New Zealand 2010* 82±13 12 Normal, 10 50 116 Glucose, 2h Standard Capillary,"
17,New Zealand 2010*,71,"New Zealand 2010* 71±10 11 Normal, 10 50 116 Glucose, 2h Standard Capillary,"
17,"Holdings, Australia) Australia 2005",66,"Holdings, Australia) Australia 2005 66±6 10 Normal, 10 50 96.3 Glucose, 2h Standard Capillary,"
17,"230 Multigrain spelt bread ® (Pav's bakery, Australia) Australia 1996",54,"230 Multigrain spelt bread ® (Pav's bakery, Australia) Australia 1996 54±10 8 Normal, 12 50 122.0 Bread, 2h Standard Capillary,"
17,231 Sprouted Spelt bread Australia 2008,62,"231 Sprouted Spelt bread Australia 2008 62±6 9 Normal, 10 50 124.1 Glucose, 2h Standard Capillary,"
17,232 White spelt wheat bread Belgium 2005,66,"232 White spelt wheat bread Belgium 2005 66±6 10 Normal, 10 50 95 Bread, 2h Standard Capillary,"
17,233 Wholemeal spelt wheat bread (local bakery) Germany 2014,63,"233 Wholemeal spelt wheat bread (local bakery) Germany 2014 63±4 9 Normal, 12 50 136.2 Glucose, 2h Standard Capillary,"
17,"234 Wheat bread, sliced (Pan Bauletto Bianco) 6 Italy 2009",59,"234 Wheat bread, sliced (Pan Bauletto Bianco) 6 Italy 2009 59±7 9 Normal, 10 50 93.7 Glucose, 2h Standard Capillary,"
17,235 White bread UK 2006,59,"235 White bread UK 2006 59±11 9 Normal, 10 50 112.9 Glucose, 2h Standard Capillary,"
17,USA 2011*,60,"USA 2011* 60±6 9 Normal, 12 50 62 Glucose, 2h Standard Venous, whole"
17,"237 White bread (Pepperidge Farm Original White Bread, US A) 11 USA 2016*",62,"237 White bread (Pepperidge Farm Original White Bread, US A) 11 USA 2016* 62±2 9 Normal, 63 50 96.3 Glucose, 2h Standard Venous,"
17,238 White bread11 France 2019*,63,"238 White bread11 France 2019* 63±7 9 Normal, 13 50 63.8 Glucose, 2h Standard Capillary,"
17,239 White bread11 France 2019*,65,"239 White bread11 France 2019* 65±4 10 Normal, 15 50 63.8 Glucose, 2h Standard Capillary,"
18,240 White bread Canada 2009*,66,240 White bread Canada 2009* 66±4 10
18,241 White bread Canada 2009*,68,"241 White bread Canada 2009* 68±3 10 Normal,"
18,242 White bread Canada 2009*,69,"242 White bread Canada 2009* 69±3 10 Normal, 37 50 109 Glucose, 2h Standard Capillary,"
18,Australia 2010,70,"Australia 2010 70±3 11 Normal, 10 50 119 Glucose, 2h Standard Capillary,"
18,Australia 2014,70,"Australia 2014 70±3 11 Normal, 19 50 119.9 Glucose, 2h Standard Capillary,"
18,"245 White bread, Sunblest™ (Tip Top Bakeries, Australia) Australia 1999",70,"245 White bread, Sunblest™ (Tip Top Bakeries, Australia) Australia 1999 70±5 11 Normal, 10 50 105.7 Bread, 2h Standard Capillary,"
18,246 White bread11 Taiwan 2012*,71,"246 White bread11 Taiwan 2012* 71±0.1 11 Normal, 10 50 121.7 Glucose, 2h Standard Capillary,"
18,countries 2001,71,"countries 2001 71±3 11 Normal, 47 50 NS Glucose, 2h Standard Capillary, NS YSI /"
18,"248 White bread (Somerfield Plc, Oxford, UK) UK 2007*",71,"248 White bread (Somerfield Plc, Oxford, UK) UK 2007* 71±5 11 Normal, 15 50 NS Glucose, 2h Standard Capillary,"
18,USA 2006,71,"USA 2006 71±6 11 Normal, 14 50 96 Glucose, 2h Standard Venous, serum Enzymatic 44"
18,Italy) Italy 2010,71,"Italy) Italy 2010 71±6 11 Normal, 10 50 89 Glucose, 2h Standard Capillary,"
18,251 White bread Canada 2009*,72,"251 White bread Canada 2009* 72±3 11 Normal,"
18,252 White bread Canada 2009*,72,"252 White bread Canada 2009* 72±4 11 Normal,"
18,253 White bread Australia 2014*,74,"253 White bread Australia 2014* 74±3 11 Normal 10 50 121 Glucose, 2h Standard Capillary,"
18,254 White bread Canada 2009*,75,"254 White bread Canada 2009* 75±4 11 Normal, 40 50 109 Glucose, 2h Standard Capillary,"
18,"255 White bread (Nishin Shokuhin, Japan)16 Japan 2003",75,"255 White bread (Nishin Shokuhin, Japan)16 Japan 2003 75±10 11 Normal, 10 50 116 Rice17, 2h Standard Capillary,"
18,Republic 2003,75,"Republic 2003 75±10 11 Normal, 11 50 85 Glucose, 2h Standard Capillary,"
19,257 White bread Canada 2009*,76,257 White bread Canada 2009* 76±4 11
19,258 White bread11 France 2019*,76,"258 White bread11 France 2019* 76±6 11 Normal, 15 50 63.8 Glucose, 2h Standard Capillary,"
19,210°C13 Spain 2013,76,"210°C13 Spain 2013 76±8 11 Normal, 22 50 95 Glucose, 2h Standard Venous,"
19,countries 2001,76,"countries 2001 76±13 11 Normal, 21 50 NS Glucose, 2h Standard Venous, NS YSI /"
19,2015,76,"2015 76±14 11 Normal, 50 96.2 Glucose, 2h Standard Capillary,"
19,262 White bread Canada 2009*,78,262 White bread Canada 2009* 78±4 12
19,"Australia), tested by subjects with a high AMY1 copy nu mber Australia 2014",81,"Australia), tested by subjects with a high AMY1 copy nu mber Australia 2014 81±3 12 Normal, 19 50 119.9 Glucose, 2h Standard Capillary,"
19,Selangor) Malaysia 2009*,83,"Selangor) Malaysia 2009* 83±7 12 Normal, 12 25 51.9 Glucose, 2h Standard Capillary,"
19,"265 White bread (Gardenia brand, NTUC Fairprice, Singapo re) Singapore 2015*",83,"265 White bread (Gardenia brand, NTUC Fairprice, Singapo re) Singapore 2015* 83±9 12 Normal, 11 50 91.4 Glucose, 2h Standard Capillary,"
19,266 Wheat bread Norway 2019*,84,"266 Wheat bread Norway 2019* 84±7 13 Normal, 14 25 51 Glucose, 2h Standard Capillary,"
19,267 White bread (lab made) China 2020,87,"267 White bread (lab made) China 2020 87±11 13 Normal, 16 50 65.2 Glucose, 2h Standard Capillary,"
19,268 White bread China 2005,88,"268 White bread China 2005 88±3 13 Normal, 10 50 NS Glucose, 2h Standard Venous, NS NS 12"
19,White wheat flour bread (mean),73,"White wheat flour bread, mean of 35 foods 73"
19,"(Loblaw Brands Limited, Canada) Canada 2007",73,"(Loblaw Brands Limited, Canada) Canada 2007 73±6 11 Normal, 10 50 119.0 Bread, 2h Standard Capillary,"
19,"preparation (Pan Gustavo, Novaterra Zeelandia, Italy) Italy 2014",72,"preparation (Pan Gustavo, Novaterra Zeelandia, Italy) Italy 2014 72±8 11 Normal, 10 25 100 Glucose, 2h Standard Capillary,"
20,Italy 2014,87,"Italy 2014 87±11 13 Normal, 10 25 51 Glucose, 2h Standard Capillary,"
20,Italy 2011,41,"Italy 2011 41±2 6 Normal, 9 25 65 Glucose, 2h Standard Capillary,"
20,"273 Pan Bauletto 5 cereali e soia (Mulino Bianco, Barill a, Italy) Italy 2009",60,"273 Pan Bauletto 5 cereali e soia (Mulino Bianco, Barill a, Italy) Italy 2009 60±9 9 Normal, 9 50 115 Glucose, 2h Standard Capillary,"
20,"Mulino Bianco, Barilla, Italy) Italy 2009",68,"Mulino Bianco, Barilla, Italy) Italy 2009 68±7 10 Normal, 9 50 104 Glucose, 2h Standard Capillary,"
20,"275 White bread, Alfacar 13 Spain 2013",68,"275 White bread, Alfacar 13 Spain 2013 68±8 10 Normal, 22 50 94 Glucose, 2h Standard Venous,"
20,"276 White bread, candeal-flour13 Spain 2013",86,"276 White bread, candeal-flour13 Spain 2013 86±8 13 Normal, 22 50 94 Glucose, 2h Standard Venous,"
20,"Hi Fibre Lo GI (Bakers Delight Holdings, Australia) Australia 2006",52,"Hi Fibre Lo GI (Bakers Delight Holdings, Australia) Australia 2006 52±7 8 Normal, 10 50 98.8 Glucose, 2h Standard Capillary,"
20,"(Tip Top Bakeries, George Weston Ltd, Australia) Australia 2007",58,"(Tip Top Bakeries, George Weston Ltd, Australia) Australia 2007 58±3 9 Normal, 20 50 111.6 Glucose, 2h Standard Capillary,"
20,"Bakeries, George Weston Ltd, Australia) Australia 2007",54,"Bakeries, George Weston Ltd, Australia) Australia 2007 54±4 8 Normal, 11 50 111.6 Glucose, 2h Standard Capillary,"
20,2007,54,"2007 54±3 8 Normal, 10 50 135.1 Glucose, 2h Standard Capillary,"
20,"White 'Low GI' (Quality Bakers, Australia) Australia 2007",59,"White 'Low GI' (Quality Bakers, Australia) Australia 2007 59±3 9 Normal, 20 50 135.1 Glucose, 2h Standard Capillary,"
20,"Active (Quality Bakers, Sydney, Australia) Australia 2019",52,"Active (Quality Bakers, Sydney, Australia) Australia 2019 52±4 8 Normal, 10 50 131.9 Glucose, 2h Standard Capillary,"
20,"283 White bread, toasted (Hovis, UK) UK 2005",50,"283 White bread, toasted (Hovis, UK) UK 2005 50±7 8 Normal, 10 50 101.6 Glucose, 2h Standard Capillary,"
20,"Companies, Kansas City, USA) USA 1999",71,"Companies, Kansas City, USA) USA 1999 71±9 11 Normal, 10 50 111.1 Bread, 2h Standard Capillary,"
20,"Companies, Kansas City, USA) USA 2000",72,"Companies, Kansas City, USA) USA 2000 72±4 11 Normal, 10 50 111.1 Glucose, 2h Standard Capillary,"
21,"Companies, Kansas City, USA) USA 2000",77,"Companies, Kansas City, USA) USA 2000 77±3 12 Normal, 10 50 108 Glucose, 2h Standard Capillary,"
21,"Roberto Industria Alimentare, Italy) Italy 2011",63,"Roberto Industria Alimentare, Italy) Italy 2011 63±4 9 Normal, 10 25 55 Glucose, 2h Standard Capillary,"
21,"Bianco all'olio d'oliva, Coop, Italy) Italy 2011",73,"Bianco all'olio d'oliva, Coop, Italy) Italy 2011 73±7 11 Normal, 10 25 50 Glucose, 2h Standard Capillary,"
21,"Foods Ltd, Australia) Australia 1998",86,"Foods Ltd, Australia) Australia 1998 86±8 13 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,"Weston Foods Ltd, Australia) Australia 1998",77,"Weston Foods Ltd, Australia) Australia 1998 77±9 12 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,"Weston Foods Ltd, Australia) Australia 1998",80,"Weston Foods Ltd, Australia) Australia 1998 80±9 12 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,"(George Weston Foods Ltd, Australia) Australia 1998",79,"(George Weston Foods Ltd, Australia) Australia 1998 79±5 12 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,"Weston Foods Ltd, Australia) Australia 1998",78,"Weston Foods Ltd, Australia) Australia 1998 78±11 12 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,Australia 1998,75,"Australia 1998 75±6 11 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,"Ltd, Australia) Australia 1998",67,"Ltd, Australia) Australia 1998 67±6 10 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,"(Noble Rise Crunchy Toast, Australia) Australia 1998",80,"(Noble Rise Crunchy Toast, Australia) Australia 1998 80±4 12 Normal, 10 50 NS Bread, 2h Standard Capillary,"
21,"Mulino Bianco, Barilla, Italy) Italy 2009",53,"Mulino Bianco, Barilla, Italy) Italy 2009 53±5 8 Normal, 10 50 120 Glucose, 2h Standard Capillary,"
21,"Auckland, New Zealand) New Zealand 2000",77,"Auckland, New Zealand) New Zealand 2000 77±10 12 Normal, 14 50 NS Glucose, 2h Standard Venous, plasma Enzymatic 27"
21,per 100 g (6.04 g FMC/100 g carbohydrate) Australia 2014*,59,"per 100 g (6.04 g FMC/100 g carbohydrate) Australia 2014* 59±6 9 Normal 10 50 121 Glucose, 2h Standard Capillary,"
22,300 Wheat bread enriched with ß-glucan (6 g per serving) Greece 2020*,48,"300 Wheat bread enriched with ß-glucan (6 g per serving) Greece 2020* 48±10 7 Normal, 10 50 166 Glucose, 2h Standard Venous,"
22,"301 White bread, containing 0.8% Reducose ®, lab made China 2020",42,"301 White bread, containing 0.8% Reducose ®, lab made China 2020 42±4 6 Normal, 10 50 65.2 Glucose, 2h Standard Capillary,"
